,nature_scores
154,8.928498268127441
155,9.258257865905762
156,9.139477729797363
157,9.24432373046875
158,9.338817596435547
159,9.283686637878418
160,8.270872116088867
161,8.29075813293457
162,9.177068710327148
163,9.119117736816406
164,9.107956886291504
165,8.203186988830566
166,9.313952445983887
167,9.266826629638672
168,9.389935493469238
169,9.04589557647705
170,8.95040512084961
171,9.59637451171875
172,9.386982917785645
173,9.049731254577637
174,8.95994758605957
175,9.424531936645508
176,9.369181632995605
177,9.576445579528809
178,9.259878158569336
179,9.227493286132812
180,9.288740158081055
181,9.336050033569336
182,9.077739715576172
183,9.37516975402832
184,9.087565422058105
185,9.425965309143066
186,9.453968048095703
187,8.99210262298584
188,9.040617942810059
189,9.139328002929688
190,9.250779151916504
191,9.14217758178711
192,9.186934471130371
193,8.728589057922363
194,9.355822563171387
195,9.150615692138672
196,9.328593254089355
197,9.267545700073242
198,9.335697174072266
199,9.383886337280273
200,8.707359313964844
201,9.054311752319336
202,9.340502738952637
203,9.149885177612305
204,9.285027503967285
205,8.988100051879883
206,9.312854766845703
207,9.277682304382324
208,9.39551830291748
209,9.101703643798828
210,9.235420227050781
211,9.13534164428711
212,9.186519622802734
213,9.1092529296875
214,9.449478149414062
215,8.890270233154297
216,8.76601791381836
217,9.032597541809082
218,9.454936981201172
219,9.159957885742188
220,8.994162559509277
221,9.11890983581543
222,9.098624229431152
223,9.285985946655273
224,9.016799926757812
225,9.382017135620117
226,9.077018737792969
227,8.925739288330078
228,9.516225814819336
229,8.809207916259766
230,7.865435600280762
231,9.223464965820312
232,9.369710922241211
233,9.318364143371582
234,9.269981384277344
235,9.517556190490723
236,8.640953063964844
237,9.281295776367188
238,9.17867660522461
239,9.387002944946289
240,9.361701011657715
241,8.934398651123047
242,8.856416702270508
243,9.28179931640625
244,9.407238006591797
245,9.167243003845215
246,9.449444770812988
247,4.544618129730225
248,9.753305435180664
249,9.161018371582031
250,9.158452033996582
251,9.062944412231445
252,9.317035675048828
253,9.288660049438477
254,9.057710647583008
255,9.28944206237793
256,9.176644325256348
257,9.210216522216797
258,9.1666259765625
259,9.413617134094238
260,6.682713985443115
261,9.09661865234375
262,9.131182670593262
263,9.448058128356934
264,9.056180953979492
265,9.024606704711914
266,9.243780136108398
267,9.38394832611084
268,9.367660522460938
269,9.536171913146973
270,8.969132423400879
271,9.67159366607666
272,9.052899360656738
273,9.34572982788086
274,8.695377349853516
275,9.419882774353027
276,9.817827224731445
277,8.755702018737793
278,9.23511791229248
279,9.192058563232422
280,9.290042877197266
281,9.31899642944336
282,9.39855670928955
283,10.51557445526123
284,8.976296424865723
285,9.21401596069336
286,9.101245880126953
287,9.00478744506836
288,9.12112045288086
289,9.006410598754883
290,9.171857833862305
291,9.30990219116211
292,9.317399978637695
293,9.377457618713379
294,8.82940673828125
295,8.820585250854492
296,9.097491264343262
297,9.079967498779297
298,9.481696128845215
299,9.233389854431152
300,8.231036186218262
301,9.166013717651367
302,9.195043563842773
303,9.342206001281738
304,9.379738807678223
305,9.27165699005127
306,9.262131690979004
307,9.141997337341309
308,9.0691499710083
309,9.258906364440918
310,9.44993782043457
311,9.246371269226074
312,8.766063690185547
313,9.38548755645752
314,9.344724655151367
315,9.205928802490234
316,9.933181762695312
317,9.199191093444824
318,9.124480247497559
319,9.260113716125488
320,9.277130126953125
321,8.967784881591797
322,9.076787948608398
323,9.28698444366455
324,9.163784980773926
325,9.151252746582031
326,9.315810203552246
327,9.116188049316406
328,9.224382400512695
329,8.951963424682617
330,9.611383438110352
331,9.018148422241211
332,9.274457931518555
333,9.174505233764648
334,9.189760208129883
335,9.102836608886719
336,9.349372863769531
337,9.15522575378418
338,9.360737800598145
339,9.19054126739502
340,9.317455291748047
341,8.976658821105957
342,9.387931823730469
343,9.388825416564941
344,9.318113327026367
345,8.97443962097168
346,9.38309383392334
347,9.491578102111816
348,9.091744422912598
349,7.641618728637695
350,9.390748977661133
351,9.881352424621582
352,9.336210250854492
353,8.798614501953125
354,9.218833923339844
355,9.14581298828125
356,9.382014274597168
357,9.019585609436035
358,10.089404106140137
359,9.040900230407715
360,9.084794044494629
361,9.329924583435059
362,9.017189979553223
363,9.266440391540527
364,8.38813591003418
365,8.860493659973145
366,9.426356315612793
367,9.294654846191406
368,9.251708030700684
369,8.970658302307129
370,9.386711120605469
371,9.218329429626465
372,9.459808349609375
373,9.329774856567383
374,9.18589973449707
375,8.798662185668945
376,9.071500778198242
377,9.17989730834961
378,8.997238159179688
379,9.161233901977539
380,8.73163890838623
381,9.314672470092773
382,8.498058319091797
383,9.139429092407227
384,9.361176490783691
385,9.304333686828613
386,9.23742389678955
387,9.356021881103516
388,9.303716659545898
389,8.751133918762207
390,8.88779067993164
391,9.298364639282227
392,9.023786544799805
393,9.095987319946289
394,9.095940589904785
395,9.252025604248047
396,8.154557228088379
397,8.991859436035156
398,9.285449028015137
399,9.287053108215332
400,8.843708992004395
401,9.364328384399414
402,8.418027877807617
403,9.692800521850586
404,8.238341331481934
405,9.234435081481934
406,9.333883285522461
407,9.331111907958984
408,9.217264175415039
409,9.17181396484375
410,9.342074394226074
411,9.197980880737305
412,9.41317081451416
413,9.110265731811523
414,9.16869831085205
415,9.259008407592773
416,9.618383407592773
417,9.414658546447754
418,9.255388259887695
419,9.519311904907227
420,9.218086242675781
421,5.543002605438232
422,8.921554565429688
423,8.67117691040039
424,9.185903549194336
425,9.6539306640625
426,8.226970672607422
427,9.494576454162598
428,9.204678535461426
429,9.06682014465332
430,9.084927558898926
431,9.265077590942383
432,9.374292373657227
433,8.637934684753418
434,9.224630355834961
435,9.457169532775879
436,9.339436531066895
437,9.106682777404785
438,9.074615478515625
439,9.295941352844238
440,9.294873237609863
441,9.117094993591309
442,9.246362686157227
443,9.255492210388184
444,9.165825843811035
445,9.395965576171875
446,8.938267707824707
447,9.208052635192871
448,9.174834251403809
449,9.2364501953125
450,8.06168270111084
451,8.810953140258789
452,9.284563064575195
453,9.23240852355957
454,9.331597328186035
455,9.098301887512207
456,9.596978187561035
457,9.496359825134277
458,9.041650772094727
459,8.614991188049316
460,9.23348617553711
461,9.24857234954834
462,9.499784469604492
463,9.368900299072266
464,9.415660858154297
465,9.26720905303955
466,8.857070922851562
467,9.349198341369629
468,9.226106643676758
469,9.33799934387207
470,9.409624099731445
471,9.166899681091309
472,9.255069732666016
473,9.222335815429688
474,9.15345573425293
475,9.148893356323242
476,9.227044105529785
477,9.190797805786133
478,9.391287803649902
479,9.339771270751953
480,9.145790100097656
481,9.250228881835938
482,9.377020835876465
483,9.034711837768555
484,9.495677947998047
485,4.71036434173584
486,9.213760375976562
487,8.915421485900879
488,8.793146133422852
489,9.077657699584961
490,9.097296714782715
491,9.280325889587402
492,9.409565925598145
493,9.406179428100586
494,9.392012596130371
495,9.113417625427246
496,9.095146179199219
497,9.322561264038086
498,9.11656665802002
499,9.130146026611328
500,8.675637245178223
501,9.108560562133789
502,9.1906099319458
503,9.51536750793457
504,9.463057518005371
505,8.89923095703125
506,9.155313491821289
507,9.41086196899414
508,9.20419979095459
509,8.959564208984375
510,8.94660758972168
511,9.104209899902344
512,9.392005920410156
513,8.829273223876953
514,9.33989429473877
515,9.086844444274902
516,9.183029174804688
517,8.969175338745117
518,9.300274848937988
519,9.020840644836426
520,9.089471817016602
521,9.937272071838379
522,9.385598182678223
523,9.19439697265625
524,9.290121078491211
525,9.030122756958008
526,8.710430145263672
527,8.807480812072754
528,8.964641571044922
529,9.301319122314453
530,9.284482955932617
531,9.117578506469727
532,9.249326705932617
533,9.186121940612793
534,9.182781219482422
535,9.30884075164795
536,9.149319648742676
537,9.033580780029297
538,8.713476181030273
539,9.250080108642578
540,9.381214141845703
541,9.273146629333496
542,7.800130844116211
543,9.239401817321777
544,9.126850128173828
545,8.980359077453613
546,9.325700759887695
547,9.305398941040039
548,8.148473739624023
549,8.607233047485352
550,9.39238166809082
551,9.455894470214844
552,9.103792190551758
553,9.309846878051758
554,9.11314582824707
555,9.046693801879883
556,9.220056533813477
557,9.391382217407227
558,9.48070240020752
559,9.043901443481445
560,9.127837181091309
561,9.299041748046875
562,9.217527389526367
563,9.293266296386719
564,9.685525894165039
565,8.894879341125488
566,8.963473320007324
567,9.464964866638184
568,9.059362411499023
569,9.199464797973633
570,9.833352088928223
571,9.339099884033203
572,8.617005348205566
573,7.109500408172607
574,9.179465293884277
575,9.537322998046875
576,9.261408805847168
577,8.812920570373535
578,9.435222625732422
579,9.215154647827148
580,9.295700073242188
581,9.222789764404297
582,9.434652328491211
583,9.404666900634766
584,8.88625431060791
585,9.160822868347168
586,9.248746871948242
587,9.030744552612305
588,9.464170455932617
589,8.878049850463867
590,9.037086486816406
591,9.06839370727539
592,9.215309143066406
593,9.181965827941895
594,9.29637622833252
595,9.113151550292969
596,7.656921863555908
597,9.455326080322266
598,9.417171478271484
599,9.201066017150879
600,9.068021774291992
601,9.023306846618652
602,8.691353797912598
603,9.186677932739258
604,9.131999015808105
605,9.146451950073242
606,9.446742057800293
607,9.090556144714355
608,9.195005416870117
609,9.441214561462402
610,9.12794017791748
611,9.250812530517578
612,9.086227416992188
613,9.267196655273438
614,9.29938793182373
615,9.059351921081543
616,9.323559761047363
617,9.260436058044434
618,9.260984420776367
619,8.910473823547363
620,10.075089454650879
621,9.075450897216797
622,8.921622276306152
623,9.09320068359375
624,8.933025360107422
625,9.308124542236328
626,9.091209411621094
627,9.383485794067383
628,8.805309295654297
629,8.920132637023926
630,9.117840766906738
631,8.995795249938965
632,9.248204231262207
633,8.608098030090332
634,9.215269088745117
635,8.069808959960938
636,9.215709686279297
637,7.522922992706299
638,8.997408866882324
639,9.313579559326172
640,9.212360382080078
641,9.34867000579834
642,9.279016494750977
643,9.148431777954102
644,9.282328605651855
645,8.954998970031738
646,9.259639739990234
647,9.648892402648926
648,8.862676620483398
649,9.436670303344727
650,8.58978271484375
651,9.537910461425781
652,9.502554893493652
653,8.961338996887207
654,9.041799545288086
655,8.887935638427734
656,9.25927448272705
657,8.743659973144531
658,9.186680793762207
659,9.228302955627441
660,9.195975303649902
661,9.206363677978516
662,6.74118185043335
663,9.397908210754395
664,9.265645027160645
665,9.078109741210938
666,9.493390083312988
667,9.04733657836914
668,9.20776653289795
669,9.296398162841797
670,9.241718292236328
671,9.107762336730957
672,9.253662109375
673,9.14277458190918
674,9.177928924560547
675,9.302159309387207
676,9.007524490356445
677,9.222467422485352
678,9.312908172607422
679,9.23744010925293
680,9.302084922790527
681,9.28703498840332
682,8.791346549987793
683,9.244436264038086
684,9.523283004760742
685,9.305761337280273
686,9.121368408203125
687,9.374828338623047
688,9.171441078186035
689,9.270111083984375
690,9.251444816589355
691,9.406261444091797
692,9.304976463317871
693,9.417580604553223
694,9.13545036315918
695,9.312948226928711
696,9.358888626098633
697,9.123533248901367
698,9.591896057128906
699,9.064299583435059
700,9.135217666625977
701,8.729504585266113
702,9.445751190185547
703,9.355671882629395
704,9.127241134643555
705,9.475852966308594
706,9.294783592224121
707,9.13846492767334
708,9.321148872375488
709,9.335947036743164
710,9.274381637573242
711,7.991103649139404
712,9.136763572692871
713,8.193879127502441
714,9.166328430175781
715,9.12455940246582
716,9.170211791992188
717,8.707649230957031
718,9.486547470092773
719,9.503954887390137
720,9.481130599975586
721,9.059544563293457
722,9.25985336303711
723,9.227535247802734
724,9.289644241333008
725,9.168344497680664
726,9.582908630371094
727,9.435211181640625
728,9.09196949005127
729,9.130010604858398
730,8.950743675231934
731,9.331923484802246
732,9.144813537597656
733,9.475317001342773
734,9.029991149902344
735,8.807016372680664
736,9.004072189331055
737,9.05099105834961
738,9.454195022583008
739,9.382899284362793
740,9.05262565612793
741,9.290543556213379
742,9.251466751098633
743,8.974241256713867
744,9.274552345275879
745,8.960001945495605
746,9.251460075378418
747,9.29028606414795
748,8.941640853881836
749,9.815055847167969
750,9.028388977050781
751,9.620269775390625
752,9.237977981567383
753,9.168985366821289
754,8.90715503692627
755,9.624746322631836
756,9.013111114501953
757,9.23263168334961
758,9.416337966918945
759,9.275178909301758
760,8.741950988769531
761,9.158699035644531
762,9.200984954833984
763,9.783251762390137
764,9.474604606628418
765,8.555337905883789
766,9.314896583557129
767,8.401196479797363
768,9.307937622070312
769,8.8849458694458
770,9.029620170593262
771,9.330460548400879
772,8.725136756896973
773,9.313241958618164
774,9.354425430297852
775,8.565823554992676
776,9.224044799804688
777,9.207822799682617
778,9.13756275177002
779,9.406753540039062
780,9.38164234161377
781,9.482658386230469
782,9.07175064086914
783,9.339815139770508
784,9.068713188171387
785,9.305498123168945
786,9.261168479919434
787,9.278186798095703
788,8.256872177124023
789,9.472920417785645
790,8.58218765258789
791,9.157487869262695
792,9.247699737548828
793,9.231531143188477
794,8.933905601501465
795,9.308028221130371
796,9.186137199401855
797,9.294443130493164
798,9.530449867248535
799,9.223062515258789
800,9.266851425170898
801,9.22794246673584
802,9.128799438476562
803,9.134371757507324
804,9.343108177185059
805,9.129072189331055
806,9.413107872009277
807,9.474803924560547
808,9.39360523223877
809,9.465579986572266
810,9.022998809814453
811,9.271717071533203
812,9.332483291625977
813,8.896444320678711
814,9.128582000732422
815,9.28600025177002
816,8.995428085327148
817,9.196864128112793
818,9.320796012878418
819,9.296868324279785
820,9.388177871704102
821,7.270742893218994
822,8.887024879455566
823,9.29567813873291
824,9.164271354675293
825,9.438358306884766
826,9.182424545288086
827,9.119491577148438
828,9.147704124450684
829,9.518793106079102
830,8.881013870239258
831,9.048909187316895
832,9.200075149536133
833,8.958723068237305
834,9.196125984191895
835,9.358678817749023
836,9.686299324035645
837,9.394330024719238
838,8.923022270202637
839,9.385055541992188
840,8.943981170654297
841,9.410687446594238
842,9.31357479095459
843,9.199151992797852
844,9.234428405761719
845,9.2760591506958
846,9.128427505493164
847,9.065801620483398
848,9.166902542114258
849,9.361546516418457
850,9.452229499816895
851,9.33899211883545
852,9.113304138183594
853,9.311588287353516
854,9.272274017333984
855,8.98416519165039
856,2.6328110694885254
857,9.791903495788574
858,9.346020698547363
859,9.082625389099121
860,9.284516334533691
861,9.068243026733398
862,9.035377502441406
863,9.168394088745117
864,9.279273986816406
865,9.100255012512207
866,9.209714889526367
867,9.421199798583984
868,9.265233039855957
869,9.524408340454102
870,9.46774959564209
871,9.356931686401367
872,9.245230674743652
873,8.923094749450684
874,8.88284683227539
875,9.359320640563965
876,8.915806770324707
877,9.27892780303955
878,9.243860244750977
879,9.470736503601074
880,9.408156394958496
881,8.837080955505371
882,9.233333587646484
883,9.211067199707031
884,7.80365514755249
885,9.31727409362793
886,9.460570335388184
887,9.168062210083008
888,9.266770362854004
889,8.710172653198242
890,9.401463508605957
891,9.1856050491333
892,9.328983306884766
893,8.89107608795166
894,9.133217811584473
895,9.265874862670898
896,9.144747734069824
897,9.508782386779785
898,9.312284469604492
899,9.091599464416504
900,9.291275978088379
901,9.27407169342041
902,8.537079811096191
903,9.223596572875977
904,9.03353214263916
905,9.393305778503418
906,9.528716087341309
907,9.105957984924316
908,9.283437728881836
909,9.533646583557129
910,9.195372581481934
911,9.458796501159668
912,7.594262599945068
913,9.033600807189941
914,9.134992599487305
915,9.143244743347168
916,9.259642601013184
917,9.029361724853516
918,9.355414390563965
919,9.044431686401367
920,9.015242576599121
921,9.151514053344727
922,9.270086288452148
923,8.927423477172852
924,8.41849422454834
925,9.331457138061523
926,9.235676765441895
